textID,text,selected_text,sentiment
8793b4ff93,Trying to figure out how to use this twitter thing  Hahhh,Trying to figure out how to use this twitter thing  Hahhh,neutral
43e6d9aeaa, Well I guess they think of everything   Thanks so much for keeping the fans in the loop,g   Thank,positive
b93671fc65,everybody is leaving work early except me,everybody is leaving work early except me,neutral
d266b59ed2,"3,144 words later, it`s bedtime","3,144 words later, it`s bedtime",neutral
cf966eb7b8, thanks Todd. Enjoyed reading your blog too - I had a little cheer for good old Alfred Wallace. Curious to read your book,Enjoyed,positive
0b998af300,"Good Morning, it`s beautiful here today. Shame I`m going to spend most of the day being an unpaid taxi driver.","Good Morning, it`s beautiful here today. Shame I`m going to spend most of the day being an unpaid taxi driver.",neutral
ffa6ef5ed5,Ill have a photo up tomorrow! Kay,Ill have a photo up tomorrow! Kay,neutral
b070621cae," bugger, that would have been nice but typically, we`re heading to Bristol","bugger, that would have been nice but typically, we`re heading to Bristol",neutral
e84d69675c," It`s all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those unfun places","It`s all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those unfun places",neutral
62de115bd2,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well","Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
f40b3b80ba," Omg. I am so sorry. Sorry, I never know what to say","Omg. I am so sorry. Sorry,",negative
624763df58, - I used to have NKOTB sleeping bag too!!  I don`t know where it is now,- I used to have NKOTB sleeping bag too!!  I don`t know where it is now,neutral
698a91c45d, thanks!! Yes!! A lot!,thanks!! Yes!! A lot!,positive
3eb3738b27,  You can be Cinderelliiee,You can be Cinderelliiee,neutral
77350f09c9,"It`s time for school, y`all !1!! HAPPY STARWARS DAY",HAPPY,positive
0a542ae798,tomorrow is mothers day. so good food & presents for mom. good to be back & go to the junction with the coolest people at ollies,good to be back & go to the junction with the coolest people at ollies,positive
c43eb429ea, Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings,Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings,neutral
81cc41b606, Aw what about me,Aw what about me,neutral
87019a2683,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,neutral
a52705bcce,Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed,bad,negative
ed9bf641bd, ... I think I`m gonna fail aswel!,fail,negative
62fb91d2e2," sorry 2 hear albert isnt well? dont know whole story, so i`ll keep ya`ll both in my prayers. (((hugs))) 2 u both!","sorry 2 hear albert isnt well? dont know whole story, so i`ll keep ya`ll both in my prayers. (((hugs))) 2 u both!",neutral
8815ac4a61,asks: did anyone possibly get a photo of me receiving my diploma? Dad`s camera died right at that moment.,camera died right at that moment.,negative
45c7f1cee3,haha i just watch a funny **** video on youtube  made my day,funny,positive
640701ecb0,_Steve yes....but now I`m not going to be paid to be in the pub,_Steve yes....but now I`m not going to be paid to be in the pub,neutral
82203c379a,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation,neutral
6f2622bff5, looks like your having fun,fun,positive
dd88d659cf,",  In pre-Twitter days, I`d need   to wait  for a formal  invitation  to speak on edu2.0  from   #Y4IT",",  In pre-Twitter days, I`d need   to wait  for a formal  invitation  to speak on edu2.0  from",neutral
786437f978, opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,neutral
0315f3ec62,Summer is really ending. It`s raining.,Summer is really ending. It`s raining.,neutral
1c4ca97d7b, my keys were cracking and ****. I kind of miss my old phone already.,I kind of miss my old phone already.,negative
a18d8120be,"Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.","Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.",positive
ec23d0e4d0,"In bed now  tonight has been really really funny, best family ever !","funny,",positive
3d464c81c3,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,neutral
75357bd8dc,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it 'X' and got suspended & had to give a public apology,lol",suck,negative
f86f222ff4,Tired even though i didn`t do much today. glad we got to catch the second half of the cavs game ,glad,positive
daa5b8c7f3,"going to work at one sucks, I miss happy hour at sonic","work at one sucks, I miss happy hour",negative
8e5bc8627a, that gets around the problem I had of doing it all myself  good idea.,d the problem I had of doing it all myself  good idea.,neutral
4e0848e6a0," now I know why it didn`t work, just not too keen on paying though for a 2ndary social network","now I know why it didn`t work, just not too keen on paying though for a 2ndary social network",neutral
465037cb81,Test discovery just missed being in Py3.1,Test discovery just missed being in Py3.1,negative
6.33E+14, Downside though is that you`re breaking the thread.,Downside though is that you`re breaking the thread.,neutral
cfc98556d9,wo coffiees to go pleaz!!,wo coffiees to go pleaz!!,neutral
964e8b949b,now my ds just died  whatta letdown!,died,negative
22d360a2aa,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,i dont want it to be over,negative
0dbc7966f6," congratulations, you two are so well suited   have a lovely day x","congratulations,",positive
86280d5d82," Oh, no need to stop. I could use the ego boost.","Oh, no need to stop. I could use the ego boost.",neutral
160c6a2aac,Nice lunch... Even better when mom pays...,Nice,positive
55d7907b3f,"Just chillin` in pjs after a short, but long week - why is someone continually knocking at my door?","Just chillin` in pjs after a short, but long week - why is someone continually knocking at my door?",neutral
28a23b9f39," BTW, thanks for the gifts.  I`m wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!",thanks,positive
95a8a2f0dc, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,sorry,negative
0253a9f628,Coming to the end of my vacation.,Coming to the end of my vacation.,neutral
4af03faa11,  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,d happy,positive
065dbef3f2,At envy! Loving it  best club ever.,Loving,positive
d1d0331bc7, where and when is your next show? or upcoming ones? i really want to see you guys,i really want to see you guys,positive
981bf23cc3,I want noms,I want noms,neutral
2d6c2b54f1,"_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?","_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?",neutral
56d8b56feb,"Everyone going to the hometown show is excited they get to go on Thames Street. I`M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",****. ohhhh.,negative
f7cfe686ee, what happened to my real-time feed? Now friend feed is just like the Twitter website,what happened to my real-time feed? Now friend feed is just like the Twitter website,neutral
03273124cf,_E  It`s an honour being your friend!!!! http://bit.ly/LhgZ2,honour,positive
ba55317637, it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,it wasn`t that good tonight,negative
8848b64475,Wants to go sit in a park but should really be painting the bathroom,Wants to go sit in a park but should really be painting the bathroom,neutral
b6ad4ae100, my internet just crashed  i will ttytomorrow.,my internet just crashed  i will ttytomorrow.,negative
d9c8a56a24,"finally gave twitter a try, will find out why is it sooo popular ... hope i wont be too hooked",hope,positive
85743009cc,"Thanks for the concern, guys. A few stitches later, all is well. Whew.",Thanks,positive
5ebdc20153,rblpnqte : 'sheesh I am sending one up to you .  I think you could use it  lol' RB DELUX... ? http://blip.fm/~5z36j,rblpnqte : 'sheesh I am sending one up to you .  I think you could use it  lol' RB DELUX... ? http://blip.fm/~5z36j,neutral
de9d71ca09,Morning workout sesh.  Love Life.,Morning workout sesh.  Love Life.,positive
57fa1e40a4, that`s really ultra sweet,ultra sweet,positive
0d5d742d4d,_ftw awh i`m sorry  i`m probably going to do the same thing haha.,sorry,negative
64e197bc57,may the 4th be with you,may the 4th be with you,neutral
1de3852981, yum. Do you do home delivery,yum.,positive
935aaf7091,Preston stayed home and I don`t know why,Preston stayed home and I don`t know why,neutral
6c2b1562ea," 'Her`s before mine' hon. It`s one of few rules I do NOT break, under ANY circumstances.","'Her`s before mine' hon. It`s one of few rules I do NOT break, under ANY circumstances.",neutral
9f2f687686,"House season 5 - good stuff  time with GF, priceless.",good,positive
08b65ae628, awesome! What a blessing,awesome!,positive
a045c601ea," haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam","haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam",neutral
9932662bef, You too - hope your day was good!,hope your day was good!,positive
f3376dfd65, yes dear....  ... I`m opff bbl8r,yes dear....  ... I`m opff bbl8r,neutral
bb6c360774," _aston Welcome to Twitter! Let me know if you have any questions, would love to help.",would love to help.,positive
79337a7309," Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!",", like your new pix!",positive
9f050c0452,'your true theatre calling? - musical theatre actor'  i wish :`( ****,musical theatre actor'  i wish :`,positive
f16554ab38,The dj`s and partypeople were great again at CC. Kicking  Next one June 7,were great,positive
ab09f5dc86,"dinner smells good...man i`m hungry. so sunny outside, wish i was at wonderland",dinner smells good..,positive
148d78d525,Going to revise for physics.,Going to revise for physics.,neutral
4b3eac45a1,Happy mother`s day to all mothers here!,Happy,positive
a0ab8bdb84,hmmm i neeeddd foooddd  nd is looking forward 2 playing with the puppy 2 day nd seeing lewishhh,hmmm i neeeddd foooddd  nd is looking forward 2 playing with the puppy 2 day nd seeing lewishhh,neutral
ff284ea0ba," Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  ****",you are beautiful!,positive
8bbda7677f, I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.,-#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.,neutral
df2b79f712, Hey Man Congratulations On The Graduation Man You`r World Wide Popular In Philippines,Congratulations,positive
c708529aac," You are very, very good. Why didn`t I think of that?",good.,positive
e0bd270f7d,http://twitpic.com/67f8q - This is making me sad,sad,negative
6d865b7430,"Not gonna lie, i`m going to miss high school lunches. A lot. ****.",miss high school lunches. A lot. ****.,negative
39a8e6cbe3,Going to bed  how`s ever reading this,Going to bed  how`s ever reading this,neutral
948ed8cc72," never.  smh, I don`t own flats  lol","never.  smh, I don`t own flats  lol",neutral
f5bb526d5d,Working   But it`s Fridaaaayyyyy,Working   But it`s Fridaaaayyyyy,neutral
74a18310b2,"All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.","All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.",neutral
b82e0a7938,"what is love!? baby don`t hurt me, don`t hurt me, no more. I WANT TO WATCH `NIGHT AT THE RUXBURY` RIGHT NOW!!!!","don`t hurt me,",negative
2770e430e8,Got back from helping my sis with stuff for my niece`s 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,Got back from helping my sis with stuff for my niece`s 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,neutral
031cf55c6b, that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,neutral
b68026044b,I jus planted a garden in my backyard,I jus planted a garden in my backyard,neutral
646f9a6972,Getting really guilty,really guilty,negative
7fd1786659,_louise so i can just watch that again  x,so i can just watch that again  x,neutral
b37e3cf692, aww sweetie  you could always take a break and read or write something happier that`ll make you feel better,g happier that`ll make you feel better,positive
5e3438415f, I will try. But I don`t care what my mum says,I will try. But I don`t care what my mum says,neutral
bb30655041,  http://tinyurl.com/mdr7b4 I just noticed that too,4 I just noticed that too,neutral
3da86f9809,I`ve just realised - 400 FOLLOWERS! YAY!  ****,I`ve just realised - 400 FOLLOWERS! YAY!  ****,neutral
1377348d82," an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",bumped my domain zemote.com out of the #1 spot,negative
c34e27df82,Is sad when people`s phones are dead,Is sad wh,negative
acd5a27220,    Go get `em!  lol,Go get `em!,neutral
963555edfd, I`m thinking you deserve an award. A big shiny one.,deserve an award.,positive
6d6a3e09e1," the ending is te funniest, you`ll see. ;)  you know paranoif is always stuck in my head?? Love it.","the ending is te funniest, you`ll see. ;)  you know paranoif is always stuck in my head?? Love it.",positive
ffb54d7e44, i want pho... i`ve never had it before.,i want pho... i`ve never had it before.,neutral
3e59897ebb, my brain has become a converter ed. i`ve been converting into LM for  the past 2 yrs. every 5 mins of every single day,my brain has become a converter ed. i`ve been converting into LM for  the past 2 yrs. every 5 mins of every single day,neutral
9c6e315681, hahah  okay then thanks for this short explanation ;),n thanks,positive
47a19eb930,"OK, home made pizza tonight, but horrors, I`ve run out of anchovies","horrors,",negative
028d2cba2d,"I`m always a little sad to see followers I really like, decide to unfollow me.",little sad to,negative
51445d2d03,2moro is the end of my stay  to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,2moro is the end of my stay  to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,neutral
046e9b85f5,Back in Spain,Back in Spain,neutral
4d2bc66522,_ryan Just...it`s quiet a bit of it tbh xD,_ryan Just...it`s quiet a bit of it tbh xD,neutral
fb170ccdde,hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.,hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.,neutral
7937b0cfa5,http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?,My glass is empty. Will someone be a dear and fetch me another?,neutral
10e6bf5949,"1 AM & time for bed, nite all","1 AM & time for bed, nite all",neutral
3d05361785,about to start work and missing him like crazy.I wont be seeing him till Tuesday,missing him like crazy.I,negative
9c9f724923," We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off","awesome to meet you all lol,",positive
11d429f8a0," Hi, what are you a consultant for?","Hi, what are you a consultant for?",neutral
22a195f2d7, looks class the water splash looks so real  looking forward to my review copy ;),looking forward,positive
6481f64f52,Sitting in boring **** litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,missing the gf soooooooooooooooooooooooooooooooooooo much.,negative
38ffd533db," http://twitpic.com/4i2zu - wow, thats so cool!","wow, thats so cool!",positive
c4045dbafc, where are ya headin to for your family vaca? i hope the paparazzi leave you alone,where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral
2d126f6c4f, xD  hello that`s an important date!,`s an important date!,positive
0a866e0046,_m  yeeee  so wassup?,_m  yeeee  so wassup?,neutral
05cc0a3d64,"Tired from work. I hate closing, eek. But all smiles today. Aloha Kitchen, yum.","Tired from work. I hate closing, eek. But all smiles today.",neutral
e1e0bbe9f5, aw it was so sad  shes too cute!,aw it was so sad  shes too cute!,neutral
4ed0e12e72, **** i always miss it,**** i always miss it,negative
528a87d830,Happy Star Wars Day! May the 4th be with you!  http://tr.im/kq95,Happy,positive
164df15fbd,Justin`s blanket shed black lint all over my white skirt.,Justin`s blanket shed black lint all over my white skirt.,negative
b06478bee5,is working tomorrow all day so can`t do anything tonight  Whats the plan for Saturday?,is working tomorrow all day so can`t do anything tonight  Whats the plan for Saturday?,neutral
a472edc463, thanks Daxx you too!  God Bless you brother!,God Bless you brother!,positive
782cc18378, it`s because you`re popular,popular,positive
6f331b72db,On a day like today. I am thankful for my mom`s teaching (proverbs 6:20-23) and thankful that she`s on twitter too! Love you ,thankful,positive
03174d4f45,_03 He`ll know Tupac lyrics too!,_03 He`ll know Tupac lyrics too!,neutral
a3fb74f5dc,"Hello and thank you for all of the #followfridays people. I always forget, sorry",sorry,negative
a9b8164a02,absolutley gutted i am this ill when a) it`s this sunny outside and b) i have **** loads of revision to do for my c) exam on tuesday,absolutley gutted,negative
a796ba1be0,More sunburn,sunburn,negative
6faba78e87, translation = complicated sh-t that someone is going to have to teach me,complicated sh-t,negative
179a4f56b8," OK David, talk later  Have a great dayyyy ay ay ay ay",Have a great dayyyy,positive
1027e2e7bb," I have no doubt, darlin`!  Just wish you could find a boy worthy is all!  You`re good people!",!  You`re good people,positive
9ec0bbb603,can`t stop smiling  i`m in the best mood right now!!!!!,best,positive
a445fe640d,First Day for research at Edmonton General,First Day for research at Edmonton General,neutral
b71d576341, or maybe start your own Arabic teaching podcast?,or maybe start your own Arabic teaching podcast?,neutral
05a3d0d114,loving that spring definitely seems to be here now,loving,positive
499c4f98ad,May the 4th be with you  I couldn`t resist!!,May the 4th be with you  I couldn`t resist!!,neutral
6cf2ac4ce2,CAKE is sold out at terminal 5,CAKE is sold out at terminal 5,neutral
1bc9a85ea5,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz,neutral
6d61f1415e, Mine too! Hayley is great,great,positive
069dd440e4,i feel sick after that oreo and cheesecake milkskake  lol,i feel sick after that oreo and cheesecake milkskake  lol,negative
19be734f43, they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right,h shocked the hell outta me,negative
12e4979ee0, Lol. She`s offering me a case of guiness!  can you one up her? If you buy me two I`ll stay. Let`s start the bidding wars,Lol. She`s offering me a case of guiness!  can you one up her? If you buy me two I`ll stay. Let`s start the bidding wars,neutral
fbbd0a36a0,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!,neutral
5810ccfe8c,I`m so dizzy already and I`m only on the third page of chapter 73  *plops head*,dizzy,negative
3a1b9cedc8,"I`ve been losing myself into too many Taiwanese dramas.... ????, ??????, ????... this is not good. XD But Wu Chun! Eeeeeee.",not good.,negative
28f354fce1,Music soothes the soul...,Music soothes the soul...,positive
bf6db751ef,Evaluating my people...Dont like this part of the job,Dont like this part of the job,negative
868c3be37b,": You must rest, don`t work hard  How abt Cr-chan ?",": You must rest, don`t work hard  How abt Cr-chan ?",neutral
560603af4d,"still babysitting, i want another boost","still babysitting, i want another boost",neutral
8e29aec369,Enjoyed x-men w/   now it`s time to rest up for this drive home...happy mother`s day twit-moms!!!,Enjoyed,positive
d9fdc463f9,"so disappointed with human kind   'What`s wrong with the world?'  I have five girls in the garden, innocently enjoying the good weather...","so disappointed with human kind   'What`s wrong with the world?'  I have five girls in the garden, innocently enjoying the good weather..",neutral
634c1733d6,what?! i just missed home + away! nooooooooo,what?! i just missed home + away! nooooooooo,negative
b924039252,my sister is a douchebag,douchebag,negative
a11f6acdc4, and I have to wait till January. Life is not fair!,Life is not fair!,negative
3121e64ff3, LOL well i`m qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,LOL well i`m qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,neutral
c4fc7d7e3d," yeah she`s part lab, part spaniel.. all energy hehe but i love her to death",e but i love her to death,positive
dae3b9f309,I couldn`t find P4 so I couldn`t show Brantley my feet  and now its raining,I couldn`t find P4 so I couldn`t show Brantley my feet  and now its raining,neutral
d725ebdf7b, took my computer in for a new dvd drive & screen wouldn`t come back on  Had to order new computer & wait...,took my computer in for a new dvd drive & screen wouldn`t come back on  Had to order new computer & wait...,neutral
957dadbfd9,But I have cause I missed a lot of classes,I missed a lot of classes,negative
e71a49e502,sun - where are you?,sun - where are you?,neutral
d96af8cec8,Crazy debt issue. Maybe I had messed up when closing my old account? Not really sure but looks like I may have to cover it - aaargh...,Crazy debt issue.,negative
e89db87d99,Off to class .... Longggg day,Longggg day,negative
90e7c8da77,"_ Oh ok then, I`ve been there before for a wedding. It was heaps nice there. I`m a big fan of Qld",It was heaps nice there.,positive
192fc7cdbc,  i`ve seen inkheart- i liked it too,i liked,positive
2d5d4bf6ed,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,so busy,negative
4903b71175,Just shot my new .22 rifle!  The auto-reset plinker target I built in shop class works great!,s great!,positive
4264fe5e8c,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..","GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",neutral
dae7cf8591,Eurgh.. Revision.. Who invented History?,Eurgh.. Revision.. Who invented History?,neutral
ccf240dcc2,May the 4th be with you    Happy Star Wars Day !!!,Happy Star Wars Day !!,positive
e9f703fbc1, Umm..ok..just don`t start cats on fire..  ...promise,.just don`t start cats on fire..,negative
ee75c57a2a,"Huge test at the parents` house. The food is so good, but stuck to one helping, no seconds. Feels good.",Feels good.,positive
44cecbb529,"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOh","Not making good time,",negative
c9a3c66dc8," Wow, just saw your Tweet about the Proflowers fiasco. That`s so not fun!","Wow, just saw your Tweet about the Proflowers fiasco. That`s so not fun!",neutral
2b438329e2," I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.","I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.",neutral
5fbaa1c4e9,Sadness  The top horde guild that I liked disbanded.,Sadness,negative
8cb5b2d004,had a great day,had a great day,positive
900e2a6ece,woke up way later than I intended to today  Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later,woke up way later than I intended to today  Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later,neutral
cc8cb91b37,coffee and gym... starting the day off right!!,coffee and gym... starting the day off right!!,neutral
e4a721ba63,Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..,good morning.,positive
7e166ca11d,_Ferman that`s so weak!!  facebook fail,weak!!,negative
d661e88eec,Ive got mad cramps in my legs,got mad cramps in my legs,negative
48b912f2ff,"Just came back (well yesterday) from the Hannah M. movie, I LOVED IT! I went to the highest part of the cinema to dance! BEAUTIFUL SONGS",I LOVED IT!,positive
642b5ea30e," C`mon, we`re talking about philos-ophy - the love of wisdom.   I need a 'mat' - a context to intersubjectively 'ground' it.","C`mon, we`re talking about philos-ophy - the love of wisdom.   I need a 'mat' - a context to intersubjectively 'ground' it",neutral
4391b14eae,10 25 Am Still waiting on the doc to come and break my water.,10 25 Am Still waiting on the doc to come and break my water.,neutral
4c479fcf3f,"addin to that last comment, was spose to be going to see the jonas brothers 3D movie, but guess what i couldnt go aswell cos im sick",im sick,negative
1956b9297b,  ya i can never watch any of them :l,ya i can never watch any of them :l,neutral
449a9f66b7,"Shooould be sleeping already, but got caught up watching some late night `Roseanne`. Officially off to bed after the next episode!",caught up,negative
d0d5dad8c8,BEP KILLED IT! Oh and leighton meester waved at us!,KILLED,negative
dd3677d0f3,castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that,castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that,neutral
eee3bca85b,"...and Sykes will lose a few gigs while gaining some better ones. Frankly, the best thing the rightards can do is scream about this.",best,positive
8edef35157,Watching the hills  arghh i lovee itt ) makin r liam watch it with me haha... girls aloud in 15 Dayss cannot waitt too see cheryl x,h i lovee itt,positive
d5b83f848c, of couuuurse fika  i`ll pray thes best for you then.,of couuuurse fika  i`ll pray thes best for you then.,neutral
580ca45049, awww! thats sweet TTT!  Im sure she will love it! your a good son!,awww! thats sweet,positive
db7c1a0bd2,Revision continues. Getting so bored and tired. I can`t wait to get out and do interesting things. Only a week and half left though,bored,negative
00508bc75e, yeahh! Ryland was amazing xD BUT I DIDN`T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he`d just woken up,amazing,positive
733e678333,The  3d movie was amazing but a little to short  i wanted more!!,amazing,positive
4cc4d93f27,God i`m so sleepy today I can barely focus,I can barely focus,negative
770e0ec279,"I`m pissed, someone took my wallet","pissed,",negative
8ee915a9e0,No show tonight  No plans. Ughhhh.,Ughhhh.,negative
f33ad602c6,sunnn finnalllyyy!!  aint slept :| need some sleep,sunnn finnalllyyy!!  aint slept :| need some sleep,neutral
444d1e80ea, hey Samantha welcome  and happy mother`s day!!,hey Samantha welcome  and happy mother`s day!!,positive
6320858c66,unhappy about the news that the planned (experimental) ITER fusion reactor will become much delayed... 2025,unhappy,negative
b973cfd48b, last reply  a scholar in US Homeland Security said an ontology was created for it 'and everybody hated it[s prescription].',y hated,negative
77528abf9c," Yeah, if I lived on the rez, I`d already be dead.","Yeah, if I lived on the rez, I`d already be dead.",negative
d4cced5f4c,Ahh ! I just woke up.  forgot to reset my alarm clock.,forgot,negative
addb2adf93, is that teh part where hes liek feeling the girl. i feel sooo soooory for her,soooory,negative
e4689481e8,ready with learnin today!!! .. and now its twilight time,ready with learnin today!!! .. and now its twilight time,neutral
1bc1852a6d,"Who starts a briefing at 7:30 a.m.? People on the East Coast, that`s who.","Who starts a briefing at 7:30 a.m.? People on the East Coast, that`s who.",neutral
433ac3cf89, Thanks bb.,Thanks,positive
9870d532a6, Gone have my ears on it when I am at home ..plenty of painting for you as well,Gone have my ears on it when I am at home ..plenty of painting for you as well,neutral
b4acad2b3c, Please wish your wife Evelyn a Happy Mother`s Day for me and tell her I hope that she has a wonderful day. Spoil her today.,I hope that she has a wonderful day.,positive
e71be29f7d,says just passed by to say hi  busy with movie task from school =. = http://plurk.com/p/rozcz,says just passed by to say hi  busy with movie task from school,neutral
9644dba91a," Wish I`d had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn`t want to risk it",illogical,negative
cd42a29bff,Oh no one minute too late! Oh well,Oh no one minute too late! Oh well,neutral
1d064e7d30,happpy mothers day,happpy,positive
d2fa274633,But ... but ... who will produce the next Starsailor record?,But ... but ... who will produce the next Starsailor record?,neutral
2c3cc7417a,In hysterics at Yaas` email <3 Am writing a speech for Speakers` and doing Food Technology...**** it`s good to be off school on a Monday,**** it`s good,positive
7dfa892961, look like i can only quick post from the dashboard that is all,look like i can only quick post from the dashboard that is all,neutral
b60b7e3175, Thanks Elaine. I`m clipping reviews for her scrapbook.,Thanks,positive
efb00d5c4d,"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =(","K now that, that fiasco is all wrapped and good too go  back to studying for midterms =(",positive
65473dec6e, No. I won`t be back until the 7th,No. I won`t be back until the 7th,neutral
375b64de34,Sooo tired and have a headache-all self inflicted of course! Good times though,Sooo tired and have a headache-all self inflicted of course! Good times though,neutral
85b7cf8a0f," uhh, congrats for your two years anniversary",congrats,positive
9c825ecb4b,But i dont mind the long line when theres a super cutie in front of me. Too bad he`s wearing a **** bracelet with a girls name on it,super cutie in front of me. Too bad he`s wearing a **** bracelet with a girls name on it,neutral
17fcf9a88f, glad u feel like cooking I`m so tired,glad u feel like cooking I`m so tired,neutral
67e69018ab,Really? I can only go in 1Direction at a time?! UGh!  Gotta take authority over the time 2day!  Say hello! Don`t be a stranger! BeBlessed!,UGh!  Gotta take authority over the time 2day!  Say hello! Don`t be a stranger! BeBlessed!,neutral
1e4a899d6e,Didn`t make to my cousin`s yacht convention. Hope he doesn`t get upset. And hope he won.,hope,positive
efe8ee16b9,Sitting on the decking reading psychology notes with my ipod and my dog. It`s far too warm,far too warm,negative
17f403bfbd,http://twitpic.com/4w5sy - my babe,my babe,neutral
53f412095b, I luv urs! admitting niley with a kiss (: but then they change their minds  haha & demi/sterling (: not jemi but still cute,I luv urs! admitting niley with a kiss (: but then they change their minds  haha & demi/sterling (: not jemi but still cute,positive
709a86fd4a,Taping at Cox then picking up starbucks for the office bc I am so nice,I am so nice,positive
1407d73622, i do show some discretion occasionally,e discretion,negative
967f203b7c, Oh my goodness!  How AWFUL,Oh my goodness!  How AWFUL,neutral
33a8872ade,  Just amazes the heck out of me still....this 'internet thing',t amazes,positive
3d5b85833e," I`ve lost count of the number I`ve rung today already    Were going to Wales, but I`m due in court on monday!","I`ve lost count of the number I`ve rung today already    Were going to Wales, but I`m due in court on monday",neutral
